"","X","hospital_name","provider_id","state","measure_name","number_of_discharges","footnote","excess_readmission_ratio","predicted_readmission_rate","expected_readmission_rate","number_of_readmissions","start_date","end_date","address","city","zip_code","county_name","phone_number","hospital_type","emergency_services","meets_criteria_for_meaningful_use_of_ehrs","hospital_overall_rating","mortality_national_comparison","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","patient_experience_national_comparison","effectiveness_of_care_national_comparison","timeliness_of_care_national_comparison","efficient_use_of_medical_imaging_national_comparison","location_city","location.type","long","lat","location_address","location_zip","location_state","hospital_overall_rating_footnote","mortality_national_comparison_footnote","readmission_national_comparison_footnote","patient_experience_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison_footnote","timeliness_of_care_national_comparison_footnote","effectiveness_of_care_national_comparison_footnote"
"105",3628,"BEAUFORT COUNTY MEMORIAL HOSPITAL",420067,"SC","COPD",305,NA,0.957,17.4596,18.2435,50,"07/01/2014","06/30/2017","955 RIBAUT RD","BEAUFORT",29902,"BEAUFORT",8435225200,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Above the national average","Below the national average","Same as the national average","BEAUFORT","Point",-80.688546,32.417244,"955 RIBAUT RD",29902,"SC",NA,NA,NA,NA,NA,NA,NA
"106",3629,"BEAUFORT COUNTY MEMORIAL HOSPITAL",420067,"SC","HF",250,NA,1.0211,21.4622,21.0179,55,"07/01/2014","06/30/2017","955 RIBAUT RD","BEAUFORT",29902,"BEAUFORT",8435225200,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Above the national average","Below the national average","Same as the national average","BEAUFORT","Point",-80.688546,32.417244,"955 RIBAUT RD",29902,"SC",NA,NA,NA,NA,NA,NA,NA
"107",3630,"BEAUFORT COUNTY MEMORIAL HOSPITAL",420067,"SC","HIP_KNEE",596,NA,0.8726,3.3184,3.8027,17,"07/01/2014","06/30/2017","955 RIBAUT RD","BEAUFORT",29902,"BEAUFORT",8435225200,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Above the national average","Below the national average","Same as the national average","BEAUFORT","Point",-80.688546,32.417244,"955 RIBAUT RD",29902,"SC",NA,NA,NA,NA,NA,NA,NA
"108",3631,"BEAUFORT COUNTY MEMORIAL HOSPITAL",420067,"SC","PN",300,NA,0.9882,15.9011,16.0908,47,"07/01/2014","06/30/2017","955 RIBAUT RD","BEAUFORT",29902,"BEAUFORT",8435225200,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Above the national average","Below the national average","Same as the national average","BEAUFORT","Point",-80.688546,32.417244,"955 RIBAUT RD",29902,"SC",NA,NA,NA,NA,NA,NA,NA
"109",3632,"SHERIDAN MEMORIAL HOSPITAL",530006,"WY","AMI",NA,"5 - Results are not available for this reporting period.",0.982,13.8866,14.1411,NA,"07/01/2014","06/30/2017","1401 W 5TH ST","SHERIDAN",82801,"SHERIDAN",3076721044,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","SHERIDAN","Point",-106.97557,44.807425,"1401 W 5TH ST",82801,"WY",NA,NA,NA,NA,NA,NA,NA
"110",3634,"SHERIDAN MEMORIAL HOSPITAL",530006,"WY","COPD",133,NA,0.9496,16.3385,17.2049,18,"07/01/2014","06/30/2017","1401 W 5TH ST","SHERIDAN",82801,"SHERIDAN",3076721044,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","SHERIDAN","Point",-106.97557,44.807425,"1401 W 5TH ST",82801,"WY",NA,NA,NA,NA,NA,NA,NA
"111",3635,"SHERIDAN MEMORIAL HOSPITAL",530006,"WY","HF",90,NA,0.9243,18.8013,20.3419,12,"07/01/2014","06/30/2017","1401 W 5TH ST","SHERIDAN",82801,"SHERIDAN",3076721044,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","SHERIDAN","Point",-106.97557,44.807425,"1401 W 5TH ST",82801,"WY",NA,NA,NA,NA,NA,NA,NA
"112",3636,"SHERIDAN MEMORIAL HOSPITAL",530006,"WY","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9167,3.2035,3.4946,NA,"07/01/2014","06/30/2017","1401 W 5TH ST","SHERIDAN",82801,"SHERIDAN",3076721044,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","SHERIDAN","Point",-106.97557,44.807425,"1401 W 5TH ST",82801,"WY",NA,NA,NA,NA,NA,NA,NA
"113",3637,"SHERIDAN MEMORIAL HOSPITAL",530006,"WY","PN",221,NA,0.9636,14.0903,14.6224,29,"07/01/2014","06/30/2017","1401 W 5TH ST","SHERIDAN",82801,"SHERIDAN",3076721044,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","SHERIDAN","Point",-106.97557,44.807425,"1401 W 5TH ST",82801,"WY",NA,NA,NA,NA,NA,NA,NA
"114",3670,"OCH REGIONAL MEDICAL CENTER",250050,"MS","COPD",77,NA,1.0475,16.4852,15.7371,16,"07/01/2014","06/30/2017","400 HOSPITAL ROAD /MAIL PO BOX 1506","STARKVILLE",39759,"OKTIBBEHA",6623234320,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average","STARKVILLE","Point",-88.820554,33.474957,"400 HOSPITAL ROAD /MAIL PO BOX 1506",39759,"MS",NA,NA,NA,NA,NA,NA,NA
"115",3671,"OCH REGIONAL MEDICAL CENTER",250050,"MS","HF",70,NA,0.9909,17.9379,18.1025,12,"07/01/2014","06/30/2017","400 HOSPITAL ROAD /MAIL PO BOX 1506","STARKVILLE",39759,"OKTIBBEHA",6623234320,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average","STARKVILLE","Point",-88.820554,33.474957,"400 HOSPITAL ROAD /MAIL PO BOX 1506",39759,"MS",NA,NA,NA,NA,NA,NA,NA
"116",3672,"OCH REGIONAL MEDICAL CENTER",250050,"MS","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.1039,4.3574,3.9473,NA,"07/01/2014","06/30/2017","400 HOSPITAL ROAD /MAIL PO BOX 1506","STARKVILLE",39759,"OKTIBBEHA",6623234320,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average","STARKVILLE","Point",-88.820554,33.474957,"400 HOSPITAL ROAD /MAIL PO BOX 1506",39759,"MS",NA,NA,NA,NA,NA,NA,NA
"117",3673,"OCH REGIONAL MEDICAL CENTER",250050,"MS","PN",228,NA,0.8742,13.5012,15.4436,23,"07/01/2014","06/30/2017","400 HOSPITAL ROAD /MAIL PO BOX 1506","STARKVILLE",39759,"OKTIBBEHA",6623234320,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Below the national average","STARKVILLE","Point",-88.820554,33.474957,"400 HOSPITAL ROAD /MAIL PO BOX 1506",39759,"MS",NA,NA,NA,NA,NA,NA,NA
"118",3710,"ESKENAZI HEALTH",150024,"IN","AMI",278,NA,0.946,16.3705,17.3053,42,"07/01/2014","06/30/2017","720 ESKENAZI AVENUE","INDIANAPOLIS",46202,"MARION",3178804818,"Acute Care Hospitals",TRUE,TRUE,5,"Above the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Above the national average","INDIANAPOLIS","Point",-86.17345,39.78053,"720 ESKENAZI AVENUE",46202,"IN",NA,NA,NA,NA,NA,NA,NA
"119",3712,"ESKENAZI HEALTH",150024,"IN","COPD",234,NA,0.9442,18.5102,19.6031,39,"07/01/2014","06/30/2017","720 ESKENAZI AVENUE","INDIANAPOLIS",46202,"MARION",3178804818,"Acute Care Hospitals",TRUE,TRUE,5,"Above the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Above the national average","INDIANAPOLIS","Point",-86.17345,39.78053,"720 ESKENAZI AVENUE",46202,"IN",NA,NA,NA,NA,NA,NA,NA
"120",3713,"ESKENAZI HEALTH",150024,"IN","HF",297,NA,0.9055,19.6315,21.6798,52,"07/01/2014","06/30/2017","720 ESKENAZI AVENUE","INDIANAPOLIS",46202,"MARION",3178804818,"Acute Care Hospitals",TRUE,TRUE,5,"Above the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Above the national average","INDIANAPOLIS","Point",-86.17345,39.78053,"720 ESKENAZI AVENUE",46202,"IN",NA,NA,NA,NA,NA,NA,NA
"121",3714,"ESKENAZI HEALTH",150024,"IN","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.8855,3.8428,4.3397,NA,"07/01/2014","06/30/2017","720 ESKENAZI AVENUE","INDIANAPOLIS",46202,"MARION",3178804818,"Acute Care Hospitals",TRUE,TRUE,5,"Above the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Above the national average","INDIANAPOLIS","Point",-86.17345,39.78053,"720 ESKENAZI AVENUE",46202,"IN",NA,NA,NA,NA,NA,NA,NA
"122",3715,"ESKENAZI HEALTH",150024,"IN","PN",220,NA,0.9872,16.2583,16.4686,35,"07/01/2014","06/30/2017","720 ESKENAZI AVENUE","INDIANAPOLIS",46202,"MARION",3178804818,"Acute Care Hospitals",TRUE,TRUE,5,"Above the national average","Above the national average",NA,"Above the national average","Same as the national average","Same as the national average","Same as the national average","Above the national average","INDIANAPOLIS","Point",-86.17345,39.78053,"720 ESKENAZI AVENUE",46202,"IN",NA,NA,NA,NA,NA,NA,NA
"123",3796,"CHRISTUS JASPER MEMORIAL HOSPITAL",450573,"TX","COPD",119,NA,0.928,18.1123,19.5168,16,"07/01/2014","06/30/2017","1275 MARVIN HANCOCK DRIVE","JASPER",75951,"JASPER",4093845461,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","JASPER","Point",-94.008533,30.907639,"1275 MARVIN HANCOCK DRIVE",75951,"TX",NA,NA,NA,NA,NA,NA,NA
"124",3797,"CHRISTUS JASPER MEMORIAL HOSPITAL",450573,"TX","HF",75,NA,0.9905,20.8169,21.0174,15,"07/01/2014","06/30/2017","1275 MARVIN HANCOCK DRIVE","JASPER",75951,"JASPER",4093845461,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","JASPER","Point",-94.008533,30.907639,"1275 MARVIN HANCOCK DRIVE",75951,"TX",NA,NA,NA,NA,NA,NA,NA
"125",3800,"CHRISTUS JASPER MEMORIAL HOSPITAL",450573,"TX","PN",125,NA,0.9851,15.9088,16.1495,19,"07/01/2014","06/30/2017","1275 MARVIN HANCOCK DRIVE","JASPER",75951,"JASPER",4093845461,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","JASPER","Point",-94.008533,30.907639,"1275 MARVIN HANCOCK DRIVE",75951,"TX",NA,NA,NA,NA,NA,NA,NA
"126",3921,"WAYNE GENERAL HOSPITAL",250077,"MS","COPD",77,NA,0.981,16.0755,16.3864,11,"07/01/2014","06/30/2017","950 MATTHEW DR","WAYNESBORO",39367,"WAYNE",6017355151,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average","Same as the national average","Below the national average","Above the national average",NA,"WAYNESBORO","Point",-88.633312,31.673601,"950 MATTHEW DR",39367,"MS",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"127",3922,"WAYNE GENERAL HOSPITAL",250077,"MS","HF",103,NA,1.0039,19.1817,19.1073,20,"07/01/2014","06/30/2017","950 MATTHEW DR","WAYNESBORO",39367,"WAYNE",6017355151,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average","Same as the national average","Below the national average","Above the national average",NA,"WAYNESBORO","Point",-88.633312,31.673601,"950 MATTHEW DR",39367,"MS",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"128",3924,"WAYNE GENERAL HOSPITAL",250077,"MS","PN",134,NA,1.0442,15.2875,14.64,23,"07/01/2014","06/30/2017","950 MATTHEW DR","WAYNESBORO",39367,"WAYNE",6017355151,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average","Same as the national average","Below the national average","Above the national average",NA,"WAYNESBORO","Point",-88.633312,31.673601,"950 MATTHEW DR",39367,"MS",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"129",4101,"VIDANT DUPLIN  HOSPITAL",340120,"NC","COPD",113,NA,1.0223,19.7556,19.3244,24,"07/01/2014","06/30/2017","401 N MAIN ST","KENANSVILLE",28349,"DUPLIN",9102960941,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average",NA,"Results are not available for this reporting period.","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","KENANSVILLE","Point",-77.960479,34.964769,"401 N MAIN ST",28349,"NC",NA,NA,NA,NA,NA,NA,NA
"130",4102,"VIDANT DUPLIN  HOSPITAL",340120,"NC","HF",224,NA,0.9663,20.1631,20.866,43,"07/01/2014","06/30/2017","401 N MAIN ST","KENANSVILLE",28349,"DUPLIN",9102960941,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average",NA,"Results are not available for this reporting period.","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","KENANSVILLE","Point",-77.960479,34.964769,"401 N MAIN ST",28349,"NC",NA,NA,NA,NA,NA,NA,NA
"131",4104,"VIDANT DUPLIN  HOSPITAL",340120,"NC","PN",214,NA,1.1218,18.258,16.2751,46,"07/01/2014","06/30/2017","401 N MAIN ST","KENANSVILLE",28349,"DUPLIN",9102960941,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average",NA,"Results are not available for this reporting period.","Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","KENANSVILLE","Point",-77.960479,34.964769,"401 N MAIN ST",28349,"NC",NA,NA,NA,NA,NA,NA,NA
"132",4149,"HARLEM HOSPITAL CENTER",330240,"NY","COPD",50,NA,1.0457,19.3074,18.4631,13,"07/01/2014","06/30/2017","506 LENOX AVENUE","NEW YORK",10037,"NEW YORK",2124918400,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average",NA,"NEW YORK","Point",-73.940495,40.814482,"506 LENOX AVENUE",10037,"NY",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"133",4150,"HARLEM HOSPITAL CENTER",330240,"NY","HF",64,NA,1.2668,25.593,20.2034,32,"07/01/2014","06/30/2017","506 LENOX AVENUE","NEW YORK",10037,"NEW YORK",2124918400,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average",NA,"NEW YORK","Point",-73.940495,40.814482,"506 LENOX AVENUE",10037,"NY",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"134",4152,"HARLEM HOSPITAL CENTER",330240,"NY","PN",67,NA,1.137,18.282,16.0791,20,"07/01/2014","06/30/2017","506 LENOX AVENUE","NEW YORK",10037,"NEW YORK",2124918400,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average",NA,"NEW YORK","Point",-73.940495,40.814482,"506 LENOX AVENUE",10037,"NY",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"135",4609,"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,"GA","AMI",821,NA,0.9503,13.6518,14.3657,109,"07/01/2014","06/30/2017","743 SPRING STREET","GAINESVILLE",30501,"HALL",7705353553,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","GAINESVILLE","Point",-83.81737,34.30335,"743 SPRING STREET",30501,"GA",NA,NA,NA,NA,NA,NA,NA
"136",4610,"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,"GA","CABG",434,NA,0.9809,11.8631,12.0935,51,"07/01/2014","06/30/2017","743 SPRING STREET","GAINESVILLE",30501,"HALL",7705353553,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","GAINESVILLE","Point",-83.81737,34.30335,"743 SPRING STREET",30501,"GA",NA,NA,NA,NA,NA,NA,NA
"137",4611,"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,"GA","COPD",1085,NA,0.9985,19.4576,19.4872,211,"07/01/2014","06/30/2017","743 SPRING STREET","GAINESVILLE",30501,"HALL",7705353553,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","GAINESVILLE","Point",-83.81737,34.30335,"743 SPRING STREET",30501,"GA",NA,NA,NA,NA,NA,NA,NA
"138",4612,"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,"GA","HF",1437,NA,0.9225,19.9113,21.584,281,"07/01/2014","06/30/2017","743 SPRING STREET","GAINESVILLE",30501,"HALL",7705353553,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","GAINESVILLE","Point",-83.81737,34.30335,"743 SPRING STREET",30501,"GA",NA,NA,NA,NA,NA,NA,NA
"139",4613,"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,"GA","HIP_KNEE",1427,NA,1.0081,3.9827,3.9506,57,"07/01/2014","06/30/2017","743 SPRING STREET","GAINESVILLE",30501,"HALL",7705353553,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","GAINESVILLE","Point",-83.81737,34.30335,"743 SPRING STREET",30501,"GA",NA,NA,NA,NA,NA,NA,NA
"140",4614,"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,"GA","PN",1966,NA,1.012,16.5963,16.3989,327,"07/01/2014","06/30/2017","743 SPRING STREET","GAINESVILLE",30501,"HALL",7705353553,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","GAINESVILLE","Point",-83.81737,34.30335,"743 SPRING STREET",30501,"GA",NA,NA,NA,NA,NA,NA,NA
"141",4665,"SPECTRUM HEALTH BIG RAPIDS HOSPITAL",230093,"MI","COPD",90,NA,0.9612,17.6826,18.3965,13,"07/01/2014","06/30/2017","605 OAK STREET","BIG RAPIDS",49307,"MECOSTA",2317968691,"Acute Care Hospitals",FALSE,TRUE,4,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","BIG RAPIDS","Point",-85.475763,43.693126,"605 OAK STREET",49307,"MI",NA,NA,NA,NA,NA,NA,NA
"142",4666,"SPECTRUM HEALTH BIG RAPIDS HOSPITAL",230093,"MI","HF",112,NA,0.966,20.7216,21.4511,21,"07/01/2014","06/30/2017","605 OAK STREET","BIG RAPIDS",49307,"MECOSTA",2317968691,"Acute Care Hospitals",FALSE,TRUE,4,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","BIG RAPIDS","Point",-85.475763,43.693126,"605 OAK STREET",49307,"MI",NA,NA,NA,NA,NA,NA,NA
"143",4667,"SPECTRUM HEALTH BIG RAPIDS HOSPITAL",230093,"MI","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.1063,4.6863,4.2362,NA,"07/01/2014","06/30/2017","605 OAK STREET","BIG RAPIDS",49307,"MECOSTA",2317968691,"Acute Care Hospitals",FALSE,TRUE,4,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","BIG RAPIDS","Point",-85.475763,43.693126,"605 OAK STREET",49307,"MI",NA,NA,NA,NA,NA,NA,NA
"144",4668,"SPECTRUM HEALTH BIG RAPIDS HOSPITAL",230093,"MI","PN",226,NA,0.9464,15.1543,16.0119,31,"07/01/2014","06/30/2017","605 OAK STREET","BIG RAPIDS",49307,"MECOSTA",2317968691,"Acute Care Hospitals",FALSE,TRUE,4,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Above the national average","Same as the national average","BIG RAPIDS","Point",-85.475763,43.693126,"605 OAK STREET",49307,"MI",NA,NA,NA,NA,NA,NA,NA
"145",4803,"ASANTE ASHLAND COMMUNITY HOSPITAL",380005,"OR","COPD",NA,"5 - Results are not available for this reporting period.",0.9969,16.3255,16.3761,NA,"07/01/2014","06/30/2017","280 MAPLE STREET","ASHLAND",97520,"JACKSON",5412014017,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average",NA,"ASHLAND","Point",-122.725129,42.206445,"280 MAPLE STREET",97520,"OR",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"146",4804,"ASANTE ASHLAND COMMUNITY HOSPITAL",380005,"OR","HF",NA,"5 - Results are not available for this reporting period.",0.9724,20.6169,21.2023,NA,"07/01/2014","06/30/2017","280 MAPLE STREET","ASHLAND",97520,"JACKSON",5412014017,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average",NA,"ASHLAND","Point",-122.725129,42.206445,"280 MAPLE STREET",97520,"OR",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"147",4805,"ASANTE ASHLAND COMMUNITY HOSPITAL",380005,"OR","HIP_KNEE",163,NA,1.1915,4.5244,3.7972,11,"07/01/2014","06/30/2017","280 MAPLE STREET","ASHLAND",97520,"JACKSON",5412014017,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average",NA,"ASHLAND","Point",-122.725129,42.206445,"280 MAPLE STREET",97520,"OR",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"148",4806,"ASANTE ASHLAND COMMUNITY HOSPITAL",380005,"OR","PN",108,NA,0.9509,12.8522,13.5162,11,"07/01/2014","06/30/2017","280 MAPLE STREET","ASHLAND",97520,"JACKSON",5412014017,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average",NA,"ASHLAND","Point",-122.725129,42.206445,"280 MAPLE STREET",97520,"OR",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"149",4995,"MEMORIAL HOSPITAL",360092,"OH","COPD",NA,"5 - Results are not available for this reporting period.",0.9526,20.3741,21.3872,NA,"07/01/2014","06/30/2017","500 LONDON AVENUE","MARYSVILLE",43040,"UNION",9375782289,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MARYSVILLE","Point",-83.368841,40.231291,"500 LONDON AVENUE",43040,"OH",NA,NA,NA,NA,NA,NA,NA
"150",4996,"MEMORIAL HOSPITAL",360092,"OH","HF",91,NA,1.0237,21.4307,20.9356,21,"07/01/2014","06/30/2017","500 LONDON AVENUE","MARYSVILLE",43040,"UNION",9375782289,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MARYSVILLE","Point",-83.368841,40.231291,"500 LONDON AVENUE",43040,"OH",NA,NA,NA,NA,NA,NA,NA
"151",4997,"MEMORIAL HOSPITAL",360092,"OH","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0077,3.8417,3.8126,NA,"07/01/2014","06/30/2017","500 LONDON AVENUE","MARYSVILLE",43040,"UNION",9375782289,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MARYSVILLE","Point",-83.368841,40.231291,"500 LONDON AVENUE",43040,"OH",NA,NA,NA,NA,NA,NA,NA
"152",4998,"MEMORIAL HOSPITAL",360092,"OH","PN",109,NA,0.981,15.7245,16.0294,16,"07/01/2014","06/30/2017","500 LONDON AVENUE","MARYSVILLE",43040,"UNION",9375782289,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Same as the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MARYSVILLE","Point",-83.368841,40.231291,"500 LONDON AVENUE",43040,"OH",NA,NA,NA,NA,NA,NA,NA
"153",4999,"BLOUNT MEMORIAL HOSPITAL",440011,"TN","AMI",179,NA,0.9405,14.9659,15.913,23,"07/01/2014","06/30/2017","907 E LAMAR ALEXANDER PARKWAY","MARYVILLE",37804,"BLOUNT",8659837211,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Same as the national average","Above the national average","MARYVILLE","Point",-83.958602,35.754975,"907 E LAMAR ALEXANDER PARKWAY",37804,"TN",NA,NA,NA,NA,NA,NA,NA
"154",5001,"BLOUNT MEMORIAL HOSPITAL",440011,"TN","COPD",346,NA,0.9972,19.1372,19.1917,66,"07/01/2014","06/30/2017","907 E LAMAR ALEXANDER PARKWAY","MARYVILLE",37804,"BLOUNT",8659837211,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Same as the national average","Above the national average","MARYVILLE","Point",-83.958602,35.754975,"907 E LAMAR ALEXANDER PARKWAY",37804,"TN",NA,NA,NA,NA,NA,NA,NA
"155",5002,"BLOUNT MEMORIAL HOSPITAL",440011,"TN","HF",413,NA,0.951,20.1443,21.1819,80,"07/01/2014","06/30/2017","907 E LAMAR ALEXANDER PARKWAY","MARYVILLE",37804,"BLOUNT",8659837211,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Same as the national average","Above the national average","MARYVILLE","Point",-83.958602,35.754975,"907 E LAMAR ALEXANDER PARKWAY",37804,"TN",NA,NA,NA,NA,NA,NA,NA
"156",5003,"BLOUNT MEMORIAL HOSPITAL",440011,"TN","HIP_KNEE",253,NA,1.1309,4.9202,4.3508,15,"07/01/2014","06/30/2017","907 E LAMAR ALEXANDER PARKWAY","MARYVILLE",37804,"BLOUNT",8659837211,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Same as the national average","Above the national average","MARYVILLE","Point",-83.958602,35.754975,"907 E LAMAR ALEXANDER PARKWAY",37804,"TN",NA,NA,NA,NA,NA,NA,NA
