"","X","hospital_name","provider_id","state","measure_name","number_of_discharges","footnote","excess_readmission_ratio","predicted_readmission_rate","expected_readmission_rate","number_of_readmissions","start_date","end_date","address","city","zip_code","county_name","phone_number","hospital_type","emergency_services","meets_criteria_for_meaningful_use_of_ehrs","hospital_overall_rating","mortality_national_comparison","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","patient_experience_national_comparison","effectiveness_of_care_national_comparison","timeliness_of_care_national_comparison","efficient_use_of_medical_imaging_national_comparison","location_city","location.type","long","lat","location_address","location_zip","location_state","hospital_overall_rating_footnote","mortality_national_comparison_footnote","readmission_national_comparison_footnote","patient_experience_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison_footnote","timeliness_of_care_national_comparison_footnote","effectiveness_of_care_national_comparison_footnote"
"47",12191,"ALASKA NATIVE MEDICAL CENTER",20026,"AK","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9285,3.3396,3.5969,NA,"07/01/2014","06/30/2017","4315 DIPLOMACY DR","ANCHORAGE",99508,"ANCHORAGE",9077293971,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average",NA,"ANCHORAGE","Point",-149.800578,61.18189,"4315 DIPLOMACY DR",99508,"AK",NA,NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.",NA,NA
"48",12192,"ALASKA NATIVE MEDICAL CENTER",20026,"AK","PN",227,NA,0.9024,14.5396,16.1123,27,"07/01/2014","06/30/2017","4315 DIPLOMACY DR","ANCHORAGE",99508,"ANCHORAGE",9077293971,"Acute Care Hospitals",TRUE,NA,2,"Same as the national average","Below the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average",NA,"ANCHORAGE","Point",-149.800578,61.18189,"4315 DIPLOMACY DR",99508,"AK",NA,NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.",NA,NA
"49",13401,"CHEROKEE INDIAN HOSPITAL AUTHORITY",340156,"NC","PN",NA,"5 - Results are not available for this reporting period.",0.9958,13.6684,13.7256,NA,"07/01/2014","06/30/2017","CALLER BOX C268","CHEROKEE",28719,"SWAIN",7044979163,"Acute Care Hospitals",TRUE,NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA,NA,NA,NA,"CHEROKEE",NA,NA,NA,"CALLER BOX C268",28719,"NC","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.","Results are not available for this reporting period.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.","Results are not available for this reporting period."
"50",13662,"PHS INDIAN HOSPITAL AT ROSEBUD",430084,"SD","PN",NA,"5 - Results are not available for this reporting period.",0.9705,15.7507,16.2297,NA,"07/01/2014","06/30/2017","400 SOLDIER CREEK ROAD","ROSEBUD",57570,"TODD",6057472231,"Acute Care Hospitals",TRUE,NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA,NA,NA,NA,"ROSEBUD","Point",-100.842121,43.255335,"400 SOLDIER CREEK ROAD",57570,"SD","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.","Results are not available for this reporting period.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.","Results are not available for this reporting period."
"51",15729,"GALLUP INDIAN MEDICAL CENTER",320061,"NM","COPD",NA,"5 - Results are not available for this reporting period.",1.0064,15.6969,15.5974,NA,"07/01/2014","06/30/2017","516 E NIZHONI BLVD","GALLUP",87301,"MCKINLEY",5057221000,"Acute Care Hospitals",TRUE,NA,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average",NA,NA,"GALLUP","Point",-108.730226,35.508444,"516 E NIZHONI BLVD",87301,"NM","This hospital's star rating only includes data reported on inpatient services.",NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA
"52",15730,"GALLUP INDIAN MEDICAL CENTER",320061,"NM","HF",75,NA,1.049,20.0174,19.0816,18,"07/01/2014","06/30/2017","516 E NIZHONI BLVD","GALLUP",87301,"MCKINLEY",5057221000,"Acute Care Hospitals",TRUE,NA,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average",NA,NA,"GALLUP","Point",-108.730226,35.508444,"516 E NIZHONI BLVD",87301,"NM","This hospital's star rating only includes data reported on inpatient services.",NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA
"53",15732,"GALLUP INDIAN MEDICAL CENTER",320061,"NM","PN",226,NA,1.1483,14.6476,12.7564,41,"07/01/2014","06/30/2017","516 E NIZHONI BLVD","GALLUP",87301,"MCKINLEY",5057221000,"Acute Care Hospitals",TRUE,NA,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average",NA,NA,"GALLUP","Point",-108.730226,35.508444,"516 E NIZHONI BLVD",87301,"NM","This hospital's star rating only includes data reported on inpatient services.",NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA
"54",15808,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY",30084,"AZ","HF",NA,"5 - Results are not available for this reporting period.",0.9931,21.2617,21.4086,NA,"07/01/2014","06/30/2017","US HWY 191, HOSPITAL ROAD","CHINLE",86503,"APACHE",9286747001,"Acute Care Hospitals",TRUE,TRUE,2,NA,NA,"Results are not available for this reporting period.","Below the national average","Below the national average","Below the national average",NA,NA,"CHINLE",NA,NA,NA,"US HWY 191, HOSPITAL ROAD",86503,"AZ","This hospital's star rating only includes data reported on inpatient services.","Results are not available for this reporting period.",NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA
"55",15810,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY",30084,"AZ","PN",115,NA,1.0046,11.9514,11.8969,14,"07/01/2014","06/30/2017","US HWY 191, HOSPITAL ROAD","CHINLE",86503,"APACHE",9286747001,"Acute Care Hospitals",TRUE,TRUE,2,NA,NA,"Results are not available for this reporting period.","Below the national average","Below the national average","Below the national average",NA,NA,"CHINLE",NA,NA,NA,"US HWY 191, HOSPITAL ROAD",86503,"AZ","This hospital's star rating only includes data reported on inpatient services.","Results are not available for this reporting period.",NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA
"56",17233,"PHOENIX INDIAN MEDICAL CENTER",30078,"AZ","PN",NA,"5 - Results are not available for this reporting period.",0.9379,13.6228,14.5241,NA,"07/01/2014","06/30/2017","4212 NORTH 16TH STREET","PHOENIX",85016,"MARICOPA",6022631200,"Acute Care Hospitals",FALSE,NA,NA,NA,NA,"Results are not available for this reporting period.",NA,"Same as the national average","Same as the national average",NA,NA,"PHOENIX","Point",-112.047613,33.49701,"4212 NORTH 16TH STREET",85016,"AZ","There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA
"57",17395,"REGIONAL MEDICAL CENTER OF SAN JOSE",50125,"CA","AMI",212,NA,1.1894,18.0044,15.1372,49,"07/01/2014","06/30/2017","225 N JACKSON AVENUE","SAN JOSE",95116,"SANTA CLARA",4082595000,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","SAN JOSE","Point",-121.848823,37.363787,"225 N JACKSON AVENUE",95116,"CA",NA,NA,NA,NA,NA,NA,NA
"58",17396,"REGIONAL MEDICAL CENTER OF SAN JOSE",50125,"CA","CABG",47,NA,1.1738,16.4328,13.9994,12,"07/01/2014","06/30/2017","225 N JACKSON AVENUE","SAN JOSE",95116,"SANTA CLARA",4082595000,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","SAN JOSE","Point",-121.848823,37.363787,"225 N JACKSON AVENUE",95116,"CA",NA,NA,NA,NA,NA,NA,NA
"59",17397,"REGIONAL MEDICAL CENTER OF SAN JOSE",50125,"CA","COPD",320,NA,1.0156,18.3908,18.108,60,"07/01/2014","06/30/2017","225 N JACKSON AVENUE","SAN JOSE",95116,"SANTA CLARA",4082595000,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","SAN JOSE","Point",-121.848823,37.363787,"225 N JACKSON AVENUE",95116,"CA",NA,NA,NA,NA,NA,NA,NA
"60",17398,"REGIONAL MEDICAL CENTER OF SAN JOSE",50125,"CA","HF",568,NA,1.1575,23.6823,20.4604,144,"07/01/2014","06/30/2017","225 N JACKSON AVENUE","SAN JOSE",95116,"SANTA CLARA",4082595000,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","SAN JOSE","Point",-121.848823,37.363787,"225 N JACKSON AVENUE",95116,"CA",NA,NA,NA,NA,NA,NA,NA
"61",17399,"REGIONAL MEDICAL CENTER OF SAN JOSE",50125,"CA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0357,5.0771,4.9021,NA,"07/01/2014","06/30/2017","225 N JACKSON AVENUE","SAN JOSE",95116,"SANTA CLARA",4082595000,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","SAN JOSE","Point",-121.848823,37.363787,"225 N JACKSON AVENUE",95116,"CA",NA,NA,NA,NA,NA,NA,NA
"62",17400,"REGIONAL MEDICAL CENTER OF SAN JOSE",50125,"CA","PN",845,NA,1.3279,20.5544,15.4784,191,"07/01/2014","06/30/2017","225 N JACKSON AVENUE","SAN JOSE",95116,"SANTA CLARA",4082595000,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Above the national average","SAN JOSE","Point",-121.848823,37.363787,"225 N JACKSON AVENUE",95116,"CA",NA,NA,NA,NA,NA,NA,NA
"63",18534,"WHITERIVER PHS INDIAN HOSPITAL",30113,"AZ","PN",NA,"5 - Results are not available for this reporting period.",0.9629,14.3913,14.9455,NA,"07/01/2014","06/30/2017","200 WEST HOSPITAL DRIVE  (PO BOX 860)","WHITERIVER",85941,"NAVAJO",9283384911,"Acute Care Hospitals",FALSE,NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA,"Same as the national average",NA,NA,"WHITERIVER","Point",-109.959528,33.875976,"200 WEST HOSPITAL DRIVE (PO BOX 860)",85941,"AZ","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.","Results are not available for this reporting period.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA
