"","X","hospital_name","provider_id","state","measure_name","number_of_discharges","footnote","excess_readmission_ratio","predicted_readmission_rate","expected_readmission_rate","number_of_readmissions","start_date","end_date","address","city","zip_code","county_name","phone_number","hospital_type","emergency_services","meets_criteria_for_meaningful_use_of_ehrs","hospital_overall_rating","mortality_national_comparison","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","patient_experience_national_comparison","effectiveness_of_care_national_comparison","timeliness_of_care_national_comparison","efficient_use_of_medical_imaging_national_comparison","location_city","location.type","long","lat","location_address","location_zip","location_state","hospital_overall_rating_footnote","mortality_national_comparison_footnote","readmission_national_comparison_footnote","patient_experience_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison_footnote","timeliness_of_care_national_comparison_footnote","effectiveness_of_care_national_comparison_footnote"
"254",3864,"PHOEBE SUMTER MEDICAL CENTER",110044,"GA","COPD",86,NA,0.9657,16.8912,17.4905,12,"07/01/2014","06/30/2017","126 HIGHWAY 280 W","AMERICUS",31719,"SUMTER",2299311280,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","AMERICUS","Point",-84.255376,32.06425,"126 HIGHWAY 280 W",31719,"GA",NA,NA,NA,NA,NA,NA,NA
"255",3865,"PHOEBE SUMTER MEDICAL CENTER",110044,"GA","HF",95,NA,1.0017,18.8354,18.8028,18,"07/01/2014","06/30/2017","126 HIGHWAY 280 W","AMERICUS",31719,"SUMTER",2299311280,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","AMERICUS","Point",-84.255376,32.06425,"126 HIGHWAY 280 W",31719,"GA",NA,NA,NA,NA,NA,NA,NA
"256",3866,"PHOEBE SUMTER MEDICAL CENTER",110044,"GA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.146,4.5283,3.9514,NA,"07/01/2014","06/30/2017","126 HIGHWAY 280 W","AMERICUS",31719,"SUMTER",2299311280,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","AMERICUS","Point",-84.255376,32.06425,"126 HIGHWAY 280 W",31719,"GA",NA,NA,NA,NA,NA,NA,NA
"257",3867,"PHOEBE SUMTER MEDICAL CENTER",110044,"GA","PN",166,NA,0.9746,15.3758,15.777,24,"07/01/2014","06/30/2017","126 HIGHWAY 280 W","AMERICUS",31719,"SUMTER",2299311280,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","AMERICUS","Point",-84.255376,32.06425,"126 HIGHWAY 280 W",31719,"GA",NA,NA,NA,NA,NA,NA,NA
"258",3925,"ONSLOW MEMORIAL HOSPITAL",340042,"NC","AMI",NA,"5 - Results are not available for this reporting period.",1.0206,19.6599,19.2635,NA,"07/01/2014","06/30/2017","317 WESTERN BOULEVARD","JACKSONVILLE",28540,"ONSLOW",9105772345,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","JACKSONVILLE","Point",-77.382571,34.762285,"317 WESTERN BOULEVARD",28540,"NC",NA,NA,NA,NA,NA,NA,NA
"259",3927,"ONSLOW MEMORIAL HOSPITAL",340042,"NC","COPD",398,NA,0.9879,19.5794,19.8189,77,"07/01/2014","06/30/2017","317 WESTERN BOULEVARD","JACKSONVILLE",28540,"ONSLOW",9105772345,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","JACKSONVILLE","Point",-77.382571,34.762285,"317 WESTERN BOULEVARD",28540,"NC",NA,NA,NA,NA,NA,NA,NA
"260",3928,"ONSLOW MEMORIAL HOSPITAL",340042,"NC","HF",373,NA,0.9892,22.4418,22.6868,83,"07/01/2014","06/30/2017","317 WESTERN BOULEVARD","JACKSONVILLE",28540,"ONSLOW",9105772345,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","JACKSONVILLE","Point",-77.382571,34.762285,"317 WESTERN BOULEVARD",28540,"NC",NA,NA,NA,NA,NA,NA,NA
"261",3929,"ONSLOW MEMORIAL HOSPITAL",340042,"NC","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.1215,5.4881,4.8936,NA,"07/01/2014","06/30/2017","317 WESTERN BOULEVARD","JACKSONVILLE",28540,"ONSLOW",9105772345,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","JACKSONVILLE","Point",-77.382571,34.762285,"317 WESTERN BOULEVARD",28540,"NC",NA,NA,NA,NA,NA,NA,NA
"262",3930,"ONSLOW MEMORIAL HOSPITAL",340042,"NC","PN",623,NA,1.0175,17.3281,17.0304,109,"07/01/2014","06/30/2017","317 WESTERN BOULEVARD","JACKSONVILLE",28540,"ONSLOW",9105772345,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","JACKSONVILLE","Point",-77.382571,34.762285,"317 WESTERN BOULEVARD",28540,"NC",NA,NA,NA,NA,NA,NA,NA
"263",3937,"SLIDELL MEMORIAL HOSPITAL",190040,"LA","PN",316,NA,1.0258,18.4952,18.0308,60,"07/01/2014","06/30/2017","1001 GAUSE BLVD","SLIDELL",70458,"ST. TAMMANY",9856432200,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Same as the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average","SLIDELL","Point",-89.770421,30.284651,"1001 GAUSE BLVD",70458,"LA",NA,NA,NA,NA,NA,NA,NA
"264",3993,"SLIDELL MEMORIAL HOSPITAL",190040,"LA","AMI",149,NA,1.0808,18.7925,17.3877,33,"07/01/2014","06/30/2017","1001 GAUSE BLVD","SLIDELL",70458,"ST. TAMMANY",9856432200,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Same as the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average","SLIDELL","Point",-89.770421,30.284651,"1001 GAUSE BLVD",70458,"LA",NA,NA,NA,NA,NA,NA,NA
"265",3994,"SLIDELL MEMORIAL HOSPITAL",190040,"LA","CABG",NA,"5 - Results are not available for this reporting period.",0.962,14.1299,14.6887,NA,"07/01/2014","06/30/2017","1001 GAUSE BLVD","SLIDELL",70458,"ST. TAMMANY",9856432200,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Same as the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average","SLIDELL","Point",-89.770421,30.284651,"1001 GAUSE BLVD",70458,"LA",NA,NA,NA,NA,NA,NA,NA
"266",3995,"SLIDELL MEMORIAL HOSPITAL",190040,"LA","COPD",247,NA,1.0318,21.6803,21.0125,56,"07/01/2014","06/30/2017","1001 GAUSE BLVD","SLIDELL",70458,"ST. TAMMANY",9856432200,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Same as the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average","SLIDELL","Point",-89.770421,30.284651,"1001 GAUSE BLVD",70458,"LA",NA,NA,NA,NA,NA,NA,NA
"267",3996,"SLIDELL MEMORIAL HOSPITAL",190040,"LA","HF",351,NA,1.1656,26.963,23.1324,105,"07/01/2014","06/30/2017","1001 GAUSE BLVD","SLIDELL",70458,"ST. TAMMANY",9856432200,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Same as the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average","SLIDELL","Point",-89.770421,30.284651,"1001 GAUSE BLVD",70458,"LA",NA,NA,NA,NA,NA,NA,NA
"268",3997,"SLIDELL MEMORIAL HOSPITAL",190040,"LA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0084,5.3,5.2559,NA,"07/01/2014","06/30/2017","1001 GAUSE BLVD","SLIDELL",70458,"ST. TAMMANY",9856432200,"Acute Care Hospitals",TRUE,TRUE,3,"Above the national average","Same as the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Below the national average","SLIDELL","Point",-89.770421,30.284651,"1001 GAUSE BLVD",70458,"LA",NA,NA,NA,NA,NA,NA,NA
"269",4119,"THREE RIVERS HEALTH",230015,"MI","COPD",77,NA,0.9758,17.9639,18.4094,12,"07/01/2014","06/30/2017","701 S HEALTH PARKWAY","THREE RIVERS",49093,"ST. JOSEPH",2692739602,"Acute Care Hospitals",FALSE,TRUE,3,"Same as the national average",NA,"Results are not available for this reporting period.","Above the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","THREE RIVERS","Point",-85.647048,41.934946,"701 S HEALTH PARKWAY",49093,"MI",NA,NA,NA,NA,NA,NA,NA
"270",4120,"THREE RIVERS HEALTH",230015,"MI","HF",66,NA,1.048,24.0685,22.9663,19,"07/01/2014","06/30/2017","701 S HEALTH PARKWAY","THREE RIVERS",49093,"ST. JOSEPH",2692739602,"Acute Care Hospitals",FALSE,TRUE,3,"Same as the national average",NA,"Results are not available for this reporting period.","Above the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","THREE RIVERS","Point",-85.647048,41.934946,"701 S HEALTH PARKWAY",49093,"MI",NA,NA,NA,NA,NA,NA,NA
"271",4121,"THREE RIVERS HEALTH",230015,"MI","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0897,4.2873,3.9345,NA,"07/01/2014","06/30/2017","701 S HEALTH PARKWAY","THREE RIVERS",49093,"ST. JOSEPH",2692739602,"Acute Care Hospitals",FALSE,TRUE,3,"Same as the national average",NA,"Results are not available for this reporting period.","Above the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","THREE RIVERS","Point",-85.647048,41.934946,"701 S HEALTH PARKWAY",49093,"MI",NA,NA,NA,NA,NA,NA,NA
"272",4122,"THREE RIVERS HEALTH",230015,"MI","PN",126,NA,0.905,14.1195,15.6018,12,"07/01/2014","06/30/2017","701 S HEALTH PARKWAY","THREE RIVERS",49093,"ST. JOSEPH",2692739602,"Acute Care Hospitals",FALSE,TRUE,3,"Same as the national average",NA,"Results are not available for this reporting period.","Above the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","THREE RIVERS","Point",-85.647048,41.934946,"701 S HEALTH PARKWAY",49093,"MI",NA,NA,NA,NA,NA,NA,NA
"273",4195,"MERCY MEDICAL CENTER",380027,"OR","AMI",183,NA,0.9786,14.9338,15.2596,26,"07/01/2014","06/30/2017","2700 NW STEWART PARKWAY","ROSEBURG",97471,"DOUGLAS",5416730611,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","ROSEBURG","Point",-123.371604,43.236824,"2700 NW STEWART PARKWAY",97471,"OR",NA,NA,NA,NA,NA,NA,NA
"274",4197,"MERCY MEDICAL CENTER",380027,"OR","COPD",382,NA,0.9147,17.9836,19.6613,62,"07/01/2014","06/30/2017","2700 NW STEWART PARKWAY","ROSEBURG",97471,"DOUGLAS",5416730611,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","ROSEBURG","Point",-123.371604,43.236824,"2700 NW STEWART PARKWAY",97471,"OR",NA,NA,NA,NA,NA,NA,NA
"275",4198,"MERCY MEDICAL CENTER",380027,"OR","HF",300,NA,0.9856,20.976,21.2827,62,"07/01/2014","06/30/2017","2700 NW STEWART PARKWAY","ROSEBURG",97471,"DOUGLAS",5416730611,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","ROSEBURG","Point",-123.371604,43.236824,"2700 NW STEWART PARKWAY",97471,"OR",NA,NA,NA,NA,NA,NA,NA
"276",4199,"MERCY MEDICAL CENTER",380027,"OR","HIP_KNEE",290,NA,0.9329,4.291,4.5999,11,"07/01/2014","06/30/2017","2700 NW STEWART PARKWAY","ROSEBURG",97471,"DOUGLAS",5416730611,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","ROSEBURG","Point",-123.371604,43.236824,"2700 NW STEWART PARKWAY",97471,"OR",NA,NA,NA,NA,NA,NA,NA
"277",4200,"MERCY MEDICAL CENTER",380027,"OR","PN",467,NA,0.9843,16.0476,16.3038,74,"07/01/2014","06/30/2017","2700 NW STEWART PARKWAY","ROSEBURG",97471,"DOUGLAS",5416730611,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Same as the national average","Above the national average","Same as the national average","ROSEBURG","Point",-123.371604,43.236824,"2700 NW STEWART PARKWAY",97471,"OR",NA,NA,NA,NA,NA,NA,NA
"278",4238,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH",340113,"NC","AMI",588,NA,0.9297,13.5065,14.5283,75,"07/01/2014","06/30/2017","1000 BLYTHE BLVD","CHARLOTTE",28203,"MECKLENBURG",7043552000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Below the national average","Below the national average","Below the national average","CHARLOTTE","Point",-80.839845,35.204983,"1000 BLYTHE BLVD",28203,"NC",NA,NA,NA,NA,NA,NA,NA
"279",4239,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH",340113,"NC","CABG",189,NA,0.8128,10.1707,12.5135,14,"07/01/2014","06/30/2017","1000 BLYTHE BLVD","CHARLOTTE",28203,"MECKLENBURG",7043552000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Below the national average","Below the national average","Below the national average","CHARLOTTE","Point",-80.839845,35.204983,"1000 BLYTHE BLVD",28203,"NC",NA,NA,NA,NA,NA,NA,NA
"280",4240,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH",340113,"NC","COPD",577,NA,0.9852,19.781,20.0774,113,"07/01/2014","06/30/2017","1000 BLYTHE BLVD","CHARLOTTE",28203,"MECKLENBURG",7043552000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Below the national average","Below the national average","Below the national average","CHARLOTTE","Point",-80.839845,35.204983,"1000 BLYTHE BLVD",28203,"NC",NA,NA,NA,NA,NA,NA,NA
"281",4241,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH",340113,"NC","HF",994,NA,1.0165,21.5243,21.1757,215,"07/01/2014","06/30/2017","1000 BLYTHE BLVD","CHARLOTTE",28203,"MECKLENBURG",7043552000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Below the national average","Below the national average","Below the national average","CHARLOTTE","Point",-80.839845,35.204983,"1000 BLYTHE BLVD",28203,"NC",NA,NA,NA,NA,NA,NA,NA
"282",4242,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH",340113,"NC","HIP_KNEE",2184,NA,0.7926,3.01,3.7976,61,"07/01/2014","06/30/2017","1000 BLYTHE BLVD","CHARLOTTE",28203,"MECKLENBURG",7043552000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Below the national average","Below the national average","Below the national average","CHARLOTTE","Point",-80.839845,35.204983,"1000 BLYTHE BLVD",28203,"NC",NA,NA,NA,NA,NA,NA,NA
"283",4243,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH",340113,"NC","PN",843,NA,1.0562,17.6383,16.6997,152,"07/01/2014","06/30/2017","1000 BLYTHE BLVD","CHARLOTTE",28203,"MECKLENBURG",7043552000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Above the national average",NA,"Above the national average","Below the national average","Below the national average","Below the national average","Below the national average","CHARLOTTE","Point",-80.839845,35.204983,"1000 BLYTHE BLVD",28203,"NC",NA,NA,NA,NA,NA,NA,NA
"284",4407,"MEDICAL COLLEGE OF VIRGINIA HOSPITALS",490032,"VA","AMI",321,NA,0.9242,15.5612,16.8377,45,"07/01/2014","06/30/2017","BOX 980510   1250 EAST MARSHALL STREET","RICHMOND",23298,"RICHMOND CITY",8048280938,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","RICHMOND",NA,NA,NA,"BOX 980510 1250 EAST MARSHALL STREET",23298,"VA",NA,NA,NA,NA,NA,NA,NA
"285",4408,"MEDICAL COLLEGE OF VIRGINIA HOSPITALS",490032,"VA","CABG",99,NA,0.8804,14.6048,16.5881,11,"07/01/2014","06/30/2017","BOX 980510   1250 EAST MARSHALL STREET","RICHMOND",23298,"RICHMOND CITY",8048280938,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","RICHMOND",NA,NA,NA,"BOX 980510 1250 EAST MARSHALL STREET",23298,"VA",NA,NA,NA,NA,NA,NA,NA
"286",4409,"MEDICAL COLLEGE OF VIRGINIA HOSPITALS",490032,"VA","COPD",166,NA,0.9796,21.4516,21.8979,34,"07/01/2014","06/30/2017","BOX 980510   1250 EAST MARSHALL STREET","RICHMOND",23298,"RICHMOND CITY",8048280938,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","RICHMOND",NA,NA,NA,"BOX 980510 1250 EAST MARSHALL STREET",23298,"VA",NA,NA,NA,NA,NA,NA,NA
"287",4410,"MEDICAL COLLEGE OF VIRGINIA HOSPITALS",490032,"VA","HF",632,NA,0.9771,23.0258,23.5646,144,"07/01/2014","06/30/2017","BOX 980510   1250 EAST MARSHALL STREET","RICHMOND",23298,"RICHMOND CITY",8048280938,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","RICHMOND",NA,NA,NA,"BOX 980510 1250 EAST MARSHALL STREET",23298,"VA",NA,NA,NA,NA,NA,NA,NA
"288",4411,"MEDICAL COLLEGE OF VIRGINIA HOSPITALS",490032,"VA","HIP_KNEE",402,NA,1.0051,4.4512,4.4284,18,"07/01/2014","06/30/2017","BOX 980510   1250 EAST MARSHALL STREET","RICHMOND",23298,"RICHMOND CITY",8048280938,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","RICHMOND",NA,NA,NA,"BOX 980510 1250 EAST MARSHALL STREET",23298,"VA",NA,NA,NA,NA,NA,NA,NA
"289",4412,"MEDICAL COLLEGE OF VIRGINIA HOSPITALS",490032,"VA","PN",327,NA,0.9851,19.247,19.539,62,"07/01/2014","06/30/2017","BOX 980510   1250 EAST MARSHALL STREET","RICHMOND",23298,"RICHMOND CITY",8048280938,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Above the national average","Same as the national average","Below the national average","Same as the national average","RICHMOND",NA,NA,NA,"BOX 980510 1250 EAST MARSHALL STREET",23298,"VA",NA,NA,NA,NA,NA,NA,NA
"290",4534,"BROWARD HEALTH NORTH",100086,"FL","AMI",80,NA,0.996,16.5591,16.625,13,"07/01/2014","06/30/2017","201 E SAMPLE RD","POMPANO BEACH",33064,"BROWARD",9547866950,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","POMPANO BEACH","Point",-80.120739,26.275137,"201 E SAMPLE RD",33064,"FL",NA,NA,NA,NA,NA,NA,NA
"291",4536,"BROWARD HEALTH NORTH",100086,"FL","COPD",174,NA,0.9901,17.0838,17.254,29,"07/01/2014","06/30/2017","201 E SAMPLE RD","POMPANO BEACH",33064,"BROWARD",9547866950,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","POMPANO BEACH","Point",-80.120739,26.275137,"201 E SAMPLE RD",33064,"FL",NA,NA,NA,NA,NA,NA,NA
"292",4537,"BROWARD HEALTH NORTH",100086,"FL","HF",259,NA,0.9955,20.9601,21.0545,54,"07/01/2014","06/30/2017","201 E SAMPLE RD","POMPANO BEACH",33064,"BROWARD",9547866950,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","POMPANO BEACH","Point",-80.120739,26.275137,"201 E SAMPLE RD",33064,"FL",NA,NA,NA,NA,NA,NA,NA
"293",4538,"BROWARD HEALTH NORTH",100086,"FL","HIP_KNEE",733,NA,0.9468,4.5209,4.7751,32,"07/01/2014","06/30/2017","201 E SAMPLE RD","POMPANO BEACH",33064,"BROWARD",9547866950,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","POMPANO BEACH","Point",-80.120739,26.275137,"201 E SAMPLE RD",33064,"FL",NA,NA,NA,NA,NA,NA,NA
"294",4539,"BROWARD HEALTH NORTH",100086,"FL","PN",272,NA,1.0929,17.8875,16.3667,54,"07/01/2014","06/30/2017","201 E SAMPLE RD","POMPANO BEACH",33064,"BROWARD",9547866950,"Acute Care Hospitals",TRUE,TRUE,1,"Below the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","POMPANO BEACH","Point",-80.120739,26.275137,"201 E SAMPLE RD",33064,"FL",NA,NA,NA,NA,NA,NA,NA
"295",4603,"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS",110025,"GA","AMI",185,NA,0.9873,15.0242,15.218,27,"07/01/2014","06/30/2017","2415 PARKWOOD DRIVE","BRUNSWICK",31520,"GLYNN",9124667000,"Acute Care Hospitals",TRUE,NA,2,"Below the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average","BRUNSWICK","Point",-81.484516,31.173785,"2415 PARKWOOD DRIVE",31520,"GA",NA,NA,NA,NA,NA,NA,NA
"296",4605,"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS",110025,"GA","COPD",453,NA,0.9752,16.5141,16.9341,73,"07/01/2014","06/30/2017","2415 PARKWOOD DRIVE","BRUNSWICK",31520,"GLYNN",9124667000,"Acute Care Hospitals",TRUE,NA,2,"Below the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average","BRUNSWICK","Point",-81.484516,31.173785,"2415 PARKWOOD DRIVE",31520,"GA",NA,NA,NA,NA,NA,NA,NA
"297",4606,"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS",110025,"GA","HF",657,NA,1.0253,20.6116,20.1035,137,"07/01/2014","06/30/2017","2415 PARKWOOD DRIVE","BRUNSWICK",31520,"GLYNN",9124667000,"Acute Care Hospitals",TRUE,NA,2,"Below the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average","BRUNSWICK","Point",-81.484516,31.173785,"2415 PARKWOOD DRIVE",31520,"GA",NA,NA,NA,NA,NA,NA,NA
"298",4607,"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS",110025,"GA","HIP_KNEE",520,NA,1.4156,6.2874,4.4417,40,"07/01/2014","06/30/2017","2415 PARKWOOD DRIVE","BRUNSWICK",31520,"GLYNN",9124667000,"Acute Care Hospitals",TRUE,NA,2,"Below the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average","BRUNSWICK","Point",-81.484516,31.173785,"2415 PARKWOOD DRIVE",31520,"GA",NA,NA,NA,NA,NA,NA,NA
"299",4608,"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS",110025,"GA","PN",498,NA,0.8958,13.7312,15.3292,62,"07/01/2014","06/30/2017","2415 PARKWOOD DRIVE","BRUNSWICK",31520,"GLYNN",9124667000,"Acute Care Hospitals",TRUE,NA,2,"Below the national average","Same as the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average","BRUNSWICK","Point",-81.484516,31.173785,"2415 PARKWOOD DRIVE",31520,"GA",NA,NA,NA,NA,NA,NA,NA
"300",4695,"UNION GENERAL HOSPITAL",110051,"GA","COPD",123,NA,0.9474,17.0537,17.9999,17,"07/01/2014","06/30/2017","35 HOSPITAL ROAD","BLAIRSVILLE",30512,"UNION",7067452111,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","BLAIRSVILLE","Point",-83.963026,34.884842,"35 HOSPITAL ROAD",30512,"GA",NA,NA,NA,NA,NA,NA,NA
"301",4696,"UNION GENERAL HOSPITAL",110051,"GA","HF",133,NA,0.9858,20.2308,20.523,26,"07/01/2014","06/30/2017","35 HOSPITAL ROAD","BLAIRSVILLE",30512,"UNION",7067452111,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","BLAIRSVILLE","Point",-83.963026,34.884842,"35 HOSPITAL ROAD",30512,"GA",NA,NA,NA,NA,NA,NA,NA
"302",4697,"UNION GENERAL HOSPITAL",110051,"GA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0821,3.785,3.4978,NA,"07/01/2014","06/30/2017","35 HOSPITAL ROAD","BLAIRSVILLE",30512,"UNION",7067452111,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","BLAIRSVILLE","Point",-83.963026,34.884842,"35 HOSPITAL ROAD",30512,"GA",NA,NA,NA,NA,NA,NA,NA
"303",4698,"UNION GENERAL HOSPITAL",110051,"GA","PN",270,NA,0.9207,14.7616,16.0338,35,"07/01/2014","06/30/2017","35 HOSPITAL ROAD","BLAIRSVILLE",30512,"UNION",7067452111,"Acute Care Hospitals",TRUE,NA,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","BLAIRSVILLE","Point",-83.963026,34.884842,"35 HOSPITAL ROAD",30512,"GA",NA,NA,NA,NA,NA,NA,NA
"304",4797,"NATIVIDAD MEDICAL CENTER",50248,"CA","COPD",NA,"5 - Results are not available for this reporting period.",1.0037,17.4632,17.3997,NA,"07/01/2014","06/30/2017","1441 CONSTITUTION BOULEVARD","SALINAS",93906,"MONTEREY",8317554195,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Below the national average","Same as the national average","Same as the national average","Same as the national average","SALINAS","Point",-121.63124,36.695472,"1441 CONSTITUTION BOULEVARD",93906,"CA",NA,NA,NA,NA,NA,NA,NA
