"","X","hospital_name","provider_id","state","measure_name","number_of_discharges","footnote","excess_readmission_ratio","predicted_readmission_rate","expected_readmission_rate","number_of_readmissions","start_date","end_date","address","city","zip_code","county_name","phone_number","hospital_type","emergency_services","meets_criteria_for_meaningful_use_of_ehrs","hospital_overall_rating","mortality_national_comparison","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","patient_experience_national_comparison","effectiveness_of_care_national_comparison","timeliness_of_care_national_comparison","efficient_use_of_medical_imaging_national_comparison","location_city","location.type","long","lat","location_address","location_zip","location_state","hospital_overall_rating_footnote","mortality_national_comparison_footnote","readmission_national_comparison_footnote","patient_experience_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison_footnote","timeliness_of_care_national_comparison_footnote","effectiveness_of_care_national_comparison_footnote"
"323",5121,"ADVENTIST LA GRANGE MEMORIAL HOSPITAL",140065,"IL","AMI",135,NA,1.0286,15.7364,15.2982,23,"07/01/2014","06/30/2017","5101 S WILLOW SPRINGS RD","LA GRANGE",60525,"COOK",7083521200,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","LA GRANGE","Point",-87.888407,41.797382,"5101 S WILLOW SPRINGS RD",60525,"IL",NA,NA,NA,NA,NA,NA,NA
"324",5123,"ADVENTIST LA GRANGE MEMORIAL HOSPITAL",140065,"IL","COPD",418,NA,0.9101,18.2098,20.0092,69,"07/01/2014","06/30/2017","5101 S WILLOW SPRINGS RD","LA GRANGE",60525,"COOK",7083521200,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","LA GRANGE","Point",-87.888407,41.797382,"5101 S WILLOW SPRINGS RD",60525,"IL",NA,NA,NA,NA,NA,NA,NA
"325",5124,"ADVENTIST LA GRANGE MEMORIAL HOSPITAL",140065,"IL","HF",601,NA,0.92,19.8485,21.5747,114,"07/01/2014","06/30/2017","5101 S WILLOW SPRINGS RD","LA GRANGE",60525,"COOK",7083521200,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","LA GRANGE","Point",-87.888407,41.797382,"5101 S WILLOW SPRINGS RD",60525,"IL",NA,NA,NA,NA,NA,NA,NA
"326",5125,"ADVENTIST LA GRANGE MEMORIAL HOSPITAL",140065,"IL","HIP_KNEE",326,NA,0.9735,4.7729,4.903,15,"07/01/2014","06/30/2017","5101 S WILLOW SPRINGS RD","LA GRANGE",60525,"COOK",7083521200,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","LA GRANGE","Point",-87.888407,41.797382,"5101 S WILLOW SPRINGS RD",60525,"IL",NA,NA,NA,NA,NA,NA,NA
"327",5126,"ADVENTIST LA GRANGE MEMORIAL HOSPITAL",140065,"IL","PN",763,NA,0.986,17.0187,17.2599,129,"07/01/2014","06/30/2017","5101 S WILLOW SPRINGS RD","LA GRANGE",60525,"COOK",7083521200,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Same as the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","LA GRANGE","Point",-87.888407,41.797382,"5101 S WILLOW SPRINGS RD",60525,"IL",NA,NA,NA,NA,NA,NA,NA
"328",5163,"HSHS ST ELIZABETH'S HOSPITAL",140187,"IL","AMI",251,NA,1.0482,15.5803,14.8639,42,"07/01/2014","06/30/2017","ONE ST ELIZABETH BOULEVARD","O FALLON",62269,"ST. CLAIR",6182342120,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","O FALLON",NA,NA,NA,"ONE ST ELIZABETH BOULEVARD",62269,"IL",NA,NA,NA,NA,NA,NA,NA
"329",5164,"HSHS ST ELIZABETH'S HOSPITAL",140187,"IL","CABG",101,NA,0.9498,13.194,13.8913,12,"07/01/2014","06/30/2017","ONE ST ELIZABETH BOULEVARD","O FALLON",62269,"ST. CLAIR",6182342120,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","O FALLON",NA,NA,NA,"ONE ST ELIZABETH BOULEVARD",62269,"IL",NA,NA,NA,NA,NA,NA,NA
"330",5165,"HSHS ST ELIZABETH'S HOSPITAL",140187,"IL","COPD",207,NA,0.9216,19.4441,21.0985,34,"07/01/2014","06/30/2017","ONE ST ELIZABETH BOULEVARD","O FALLON",62269,"ST. CLAIR",6182342120,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","O FALLON",NA,NA,NA,"ONE ST ELIZABETH BOULEVARD",62269,"IL",NA,NA,NA,NA,NA,NA,NA
"331",5166,"HSHS ST ELIZABETH'S HOSPITAL",140187,"IL","HF",493,NA,1.0083,22.8107,22.6227,113,"07/01/2014","06/30/2017","ONE ST ELIZABETH BOULEVARD","O FALLON",62269,"ST. CLAIR",6182342120,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","O FALLON",NA,NA,NA,"ONE ST ELIZABETH BOULEVARD",62269,"IL",NA,NA,NA,NA,NA,NA,NA
"332",5167,"HSHS ST ELIZABETH'S HOSPITAL",140187,"IL","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9952,3.8726,3.8913,NA,"07/01/2014","06/30/2017","ONE ST ELIZABETH BOULEVARD","O FALLON",62269,"ST. CLAIR",6182342120,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","O FALLON",NA,NA,NA,"ONE ST ELIZABETH BOULEVARD",62269,"IL",NA,NA,NA,NA,NA,NA,NA
"333",5168,"HSHS ST ELIZABETH'S HOSPITAL",140187,"IL","PN",449,NA,1.0039,17.0962,17.0292,77,"07/01/2014","06/30/2017","ONE ST ELIZABETH BOULEVARD","O FALLON",62269,"ST. CLAIR",6182342120,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average","Same as the national average","O FALLON",NA,NA,NA,"ONE ST ELIZABETH BOULEVARD",62269,"IL",NA,NA,NA,NA,NA,NA,NA
"334",5283,"FRANCISCAN HEALTH MOORESVILLE",150057,"IN","COPD",188,NA,0.9378,16.8788,17.9977,27,"07/01/2014","06/30/2017","1201 HADLEY RD","MOORESVILLE",46158,"MORGAN",3178311160,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MOORESVILLE","Point",-86.356098,39.609322,"1201 HADLEY RD",46158,"IN",NA,NA,NA,NA,NA,NA,NA
"335",5284,"FRANCISCAN HEALTH MOORESVILLE",150057,"IN","HF",NA,"5 - Results are not available for this reporting period.",0.9497,21.6649,22.8128,NA,"07/01/2014","06/30/2017","1201 HADLEY RD","MOORESVILLE",46158,"MORGAN",3178311160,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MOORESVILLE","Point",-86.356098,39.609322,"1201 HADLEY RD",46158,"IN",NA,NA,NA,NA,NA,NA,NA
"336",5285,"FRANCISCAN HEALTH MOORESVILLE",150057,"IN","HIP_KNEE",1650,NA,0.7743,3.3486,4.3249,50,"07/01/2014","06/30/2017","1201 HADLEY RD","MOORESVILLE",46158,"MORGAN",3178311160,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MOORESVILLE","Point",-86.356098,39.609322,"1201 HADLEY RD",46158,"IN",NA,NA,NA,NA,NA,NA,NA
"337",5286,"FRANCISCAN HEALTH MOORESVILLE",150057,"IN","PN",232,NA,0.9678,14.1816,14.6532,31,"07/01/2014","06/30/2017","1201 HADLEY RD","MOORESVILLE",46158,"MORGAN",3178311160,"Acute Care Hospitals",TRUE,TRUE,5,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","MOORESVILLE","Point",-86.356098,39.609322,"1201 HADLEY RD",46158,"IN",NA,NA,NA,NA,NA,NA,NA
"338",5293,"ST FRANCIS COMMUNITY HOSPITAL",500141,"WA","AMI",125,NA,0.9864,12.6441,12.8179,15,"07/01/2014","06/30/2017","34515 9TH AVENUE SOUTH","FEDERAL WAY",98003,"KING",2539448100,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Below the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","FEDERAL WAY","Point",-122.322951,47.292106,"34515 9TH AVENUE SOUTH",98003,"WA",NA,NA,NA,NA,NA,NA,NA
"339",5295,"ST FRANCIS COMMUNITY HOSPITAL",500141,"WA","COPD",194,NA,1.0236,20.2141,19.7485,41,"07/01/2014","06/30/2017","34515 9TH AVENUE SOUTH","FEDERAL WAY",98003,"KING",2539448100,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Below the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","FEDERAL WAY","Point",-122.322951,47.292106,"34515 9TH AVENUE SOUTH",98003,"WA",NA,NA,NA,NA,NA,NA,NA
"340",5296,"ST FRANCIS COMMUNITY HOSPITAL",500141,"WA","HF",368,NA,0.9666,19.6009,20.2784,70,"07/01/2014","06/30/2017","34515 9TH AVENUE SOUTH","FEDERAL WAY",98003,"KING",2539448100,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Below the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","FEDERAL WAY","Point",-122.322951,47.292106,"34515 9TH AVENUE SOUTH",98003,"WA",NA,NA,NA,NA,NA,NA,NA
"341",5297,"ST FRANCIS COMMUNITY HOSPITAL",500141,"WA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0116,4.0578,4.0113,NA,"07/01/2014","06/30/2017","34515 9TH AVENUE SOUTH","FEDERAL WAY",98003,"KING",2539448100,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Below the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","FEDERAL WAY","Point",-122.322951,47.292106,"34515 9TH AVENUE SOUTH",98003,"WA",NA,NA,NA,NA,NA,NA,NA
"342",5298,"ST FRANCIS COMMUNITY HOSPITAL",500141,"WA","PN",335,NA,0.8275,12.1925,14.7342,30,"07/01/2014","06/30/2017","34515 9TH AVENUE SOUTH","FEDERAL WAY",98003,"KING",2539448100,"Acute Care Hospitals",TRUE,TRUE,2,"Below the national average","Below the national average",NA,"Above the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","FEDERAL WAY","Point",-122.322951,47.292106,"34515 9TH AVENUE SOUTH",98003,"WA",NA,NA,NA,NA,NA,NA,NA
"343",5365,"ST VINCENT HOSPITAL & HEALTH SERVICES",150084,"IN","AMI",393,NA,0.9834,16.0405,16.3114,62,"07/01/2014","06/30/2017","2001 W 86TH ST","INDIANAPOLIS",46260,"MARION",3173387000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Below the national average",NA,"Above the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","INDIANAPOLIS","Point",-86.196008,39.911996,"2001 W 86TH ST",46260,"IN",NA,NA,NA,NA,NA,NA,NA
"344",5366,"ST VINCENT HOSPITAL & HEALTH SERVICES",150084,"IN","CABG",202,NA,0.9751,12.6958,13.0197,25,"07/01/2014","06/30/2017","2001 W 86TH ST","INDIANAPOLIS",46260,"MARION",3173387000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Below the national average",NA,"Above the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","INDIANAPOLIS","Point",-86.196008,39.911996,"2001 W 86TH ST",46260,"IN",NA,NA,NA,NA,NA,NA,NA
"345",5367,"ST VINCENT HOSPITAL & HEALTH SERVICES",150084,"IN","COPD",533,NA,0.9254,18.5465,20.0416,93,"07/01/2014","06/30/2017","2001 W 86TH ST","INDIANAPOLIS",46260,"MARION",3173387000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Below the national average",NA,"Above the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","INDIANAPOLIS","Point",-86.196008,39.911996,"2001 W 86TH ST",46260,"IN",NA,NA,NA,NA,NA,NA,NA
"346",5368,"ST VINCENT HOSPITAL & HEALTH SERVICES",150084,"IN","HF",1163,NA,0.9274,20.709,22.3309,236,"07/01/2014","06/30/2017","2001 W 86TH ST","INDIANAPOLIS",46260,"MARION",3173387000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Below the national average",NA,"Above the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","INDIANAPOLIS","Point",-86.196008,39.911996,"2001 W 86TH ST",46260,"IN",NA,NA,NA,NA,NA,NA,NA
"347",5369,"ST VINCENT HOSPITAL & HEALTH SERVICES",150084,"IN","HIP_KNEE",333,NA,0.9735,6.4795,6.6561,21,"07/01/2014","06/30/2017","2001 W 86TH ST","INDIANAPOLIS",46260,"MARION",3173387000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Below the national average",NA,"Above the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","INDIANAPOLIS","Point",-86.196008,39.911996,"2001 W 86TH ST",46260,"IN",NA,NA,NA,NA,NA,NA,NA
"348",5370,"ST VINCENT HOSPITAL & HEALTH SERVICES",150084,"IN","PN",805,NA,0.8429,13.6661,16.2131,100,"07/01/2014","06/30/2017","2001 W 86TH ST","INDIANAPOLIS",46260,"MARION",3173387000,"Acute Care Hospitals",TRUE,TRUE,3,"Below the national average","Below the national average",NA,"Above the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","INDIANAPOLIS","Point",-86.196008,39.911996,"2001 W 86TH ST",46260,"IN",NA,NA,NA,NA,NA,NA,NA
"349",5383,"PROVIDENCE ALASKA MEDICAL CENTER",20001,"AK","AMI",447,NA,0.8435,12.3564,14.6496,45,"07/01/2014","06/30/2017","3200 PROVIDENCE DRIVE","ANCHORAGE",99508,"ANCHORAGE",9075622211,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Below the national average","Below the national average","Above the national average","ANCHORAGE","Point",-149.817622,61.189798,"3200 PROVIDENCE DRIVE",99508,"AK",NA,NA,NA,NA,NA,NA,NA
"350",5384,"PROVIDENCE ALASKA MEDICAL CENTER",20001,"AK","CABG",NA,"5 - Results are not available for this reporting period.",0.876,11.262,12.8557,NA,"07/01/2014","06/30/2017","3200 PROVIDENCE DRIVE","ANCHORAGE",99508,"ANCHORAGE",9075622211,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Below the national average","Below the national average","Above the national average","ANCHORAGE","Point",-149.817622,61.189798,"3200 PROVIDENCE DRIVE",99508,"AK",NA,NA,NA,NA,NA,NA,NA
"351",5385,"PROVIDENCE ALASKA MEDICAL CENTER",20001,"AK","COPD",272,NA,0.9464,18.051,19.0726,45,"07/01/2014","06/30/2017","3200 PROVIDENCE DRIVE","ANCHORAGE",99508,"ANCHORAGE",9075622211,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Below the national average","Below the national average","Above the national average","ANCHORAGE","Point",-149.817622,61.189798,"3200 PROVIDENCE DRIVE",99508,"AK",NA,NA,NA,NA,NA,NA,NA
"352",5386,"PROVIDENCE ALASKA MEDICAL CENTER",20001,"AK","HF",418,NA,0.8302,17.6139,21.2172,62,"07/01/2014","06/30/2017","3200 PROVIDENCE DRIVE","ANCHORAGE",99508,"ANCHORAGE",9075622211,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Below the national average","Below the national average","Above the national average","ANCHORAGE","Point",-149.817622,61.189798,"3200 PROVIDENCE DRIVE",99508,"AK",NA,NA,NA,NA,NA,NA,NA
"353",5387,"PROVIDENCE ALASKA MEDICAL CENTER",20001,"AK","HIP_KNEE",510,NA,0.8194,3.1513,3.846,12,"07/01/2014","06/30/2017","3200 PROVIDENCE DRIVE","ANCHORAGE",99508,"ANCHORAGE",9075622211,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Below the national average","Below the national average","Above the national average","ANCHORAGE","Point",-149.817622,61.189798,"3200 PROVIDENCE DRIVE",99508,"AK",NA,NA,NA,NA,NA,NA,NA
"354",5388,"PROVIDENCE ALASKA MEDICAL CENTER",20001,"AK","PN",412,NA,0.8713,14.1004,16.1835,50,"07/01/2014","06/30/2017","3200 PROVIDENCE DRIVE","ANCHORAGE",99508,"ANCHORAGE",9075622211,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Same as the national average","Below the national average","Below the national average","Above the national average","ANCHORAGE","Point",-149.817622,61.189798,"3200 PROVIDENCE DRIVE",99508,"AK",NA,NA,NA,NA,NA,NA,NA
"355",5407,"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER",30024,"AZ","AMI",118,NA,1.0246,15.6791,15.302,20,"07/01/2014","06/30/2017","350 WEST THOMAS ROAD","PHOENIX",85013,"MARICOPA",6024065001,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","PHOENIX","Point",-112.079208,33.480294,"350 WEST THOMAS ROAD",85013,"AZ",NA,NA,NA,NA,NA,NA,NA
"356",5408,"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER",30024,"AZ","CABG",NA,"5 - Results are not available for this reporting period.",1.0495,13.0911,12.4742,NA,"07/01/2014","06/30/2017","350 WEST THOMAS ROAD","PHOENIX",85013,"MARICOPA",6024065001,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","PHOENIX","Point",-112.079208,33.480294,"350 WEST THOMAS ROAD",85013,"AZ",NA,NA,NA,NA,NA,NA,NA
"357",5409,"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER",30024,"AZ","COPD",168,NA,1.0136,20.2181,19.9461,35,"07/01/2014","06/30/2017","350 WEST THOMAS ROAD","PHOENIX",85013,"MARICOPA",6024065001,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","PHOENIX","Point",-112.079208,33.480294,"350 WEST THOMAS ROAD",85013,"AZ",NA,NA,NA,NA,NA,NA,NA
"358",5410,"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER",30024,"AZ","HF",183,NA,0.9902,21.1099,21.3183,38,"07/01/2014","06/30/2017","350 WEST THOMAS ROAD","PHOENIX",85013,"MARICOPA",6024065001,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","PHOENIX","Point",-112.079208,33.480294,"350 WEST THOMAS ROAD",85013,"AZ",NA,NA,NA,NA,NA,NA,NA
"359",5411,"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER",30024,"AZ","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9911,4.0945,4.1314,NA,"07/01/2014","06/30/2017","350 WEST THOMAS ROAD","PHOENIX",85013,"MARICOPA",6024065001,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","PHOENIX","Point",-112.079208,33.480294,"350 WEST THOMAS ROAD",85013,"AZ",NA,NA,NA,NA,NA,NA,NA
"360",5412,"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER",30024,"AZ","PN",340,NA,0.9675,16.4651,17.0174,54,"07/01/2014","06/30/2017","350 WEST THOMAS ROAD","PHOENIX",85013,"MARICOPA",6024065001,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Above the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","PHOENIX","Point",-112.079208,33.480294,"350 WEST THOMAS ROAD",85013,"AZ",NA,NA,NA,NA,NA,NA,NA
"361",5461,"PROVIDENCE - PROVIDENCE PARK HOSPITAL",230019,"MI","AMI",446,NA,1.0054,19.8741,19.7666,89,"07/01/2014","06/30/2017","16001 W NINE MILE RD","SOUTHFIELD",48075,"OAKLAND",2488493011,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Above the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","SOUTHFIELD","Point",-83.205163,42.459196,"16001 W NINE MILE RD",48075,"MI",NA,NA,NA,NA,NA,NA,NA
"362",5462,"PROVIDENCE - PROVIDENCE PARK HOSPITAL",230019,"MI","CABG",NA,"5 - Results are not available for this reporting period.",0.87,14.985,17.2245,NA,"07/01/2014","06/30/2017","16001 W NINE MILE RD","SOUTHFIELD",48075,"OAKLAND",2488493011,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Above the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","SOUTHFIELD","Point",-83.205163,42.459196,"16001 W NINE MILE RD",48075,"MI",NA,NA,NA,NA,NA,NA,NA
"363",5463,"PROVIDENCE - PROVIDENCE PARK HOSPITAL",230019,"MI","COPD",960,NA,0.9368,20.0028,21.3518,187,"07/01/2014","06/30/2017","16001 W NINE MILE RD","SOUTHFIELD",48075,"OAKLAND",2488493011,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Above the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","SOUTHFIELD","Point",-83.205163,42.459196,"16001 W NINE MILE RD",48075,"MI",NA,NA,NA,NA,NA,NA,NA
"364",5464,"PROVIDENCE - PROVIDENCE PARK HOSPITAL",230019,"MI","HF",1776,NA,0.9563,22.3496,23.3705,394,"07/01/2014","06/30/2017","16001 W NINE MILE RD","SOUTHFIELD",48075,"OAKLAND",2488493011,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Above the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","SOUTHFIELD","Point",-83.205163,42.459196,"16001 W NINE MILE RD",48075,"MI",NA,NA,NA,NA,NA,NA,NA
"365",5465,"PROVIDENCE - PROVIDENCE PARK HOSPITAL",230019,"MI","HIP_KNEE",1127,NA,0.9755,4.6597,4.7767,52,"07/01/2014","06/30/2017","16001 W NINE MILE RD","SOUTHFIELD",48075,"OAKLAND",2488493011,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Above the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","SOUTHFIELD","Point",-83.205163,42.459196,"16001 W NINE MILE RD",48075,"MI",NA,NA,NA,NA,NA,NA,NA
"366",5466,"PROVIDENCE - PROVIDENCE PARK HOSPITAL",230019,"MI","PN",1260,NA,0.9777,17.8079,18.2139,223,"07/01/2014","06/30/2017","16001 W NINE MILE RD","SOUTHFIELD",48075,"OAKLAND",2488493011,"Acute Care Hospitals",TRUE,TRUE,4,"Above the national average","Above the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","SOUTHFIELD","Point",-83.205163,42.459196,"16001 W NINE MILE RD",48075,"MI",NA,NA,NA,NA,NA,NA,NA
"367",5611,"SAINT MARY'S HEALTH CARE",230059,"MI","AMI",98,NA,1.0039,16.0792,16.0162,16,"07/01/2014","06/30/2017","200 JEFFERSON AVENUE SE","GRAND RAPIDS",49503,"KENT",6166855000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","GRAND RAPIDS","Point",-85.664114,42.958252,"200 JEFFERSON AVENUE SE",49503,"MI",NA,NA,NA,NA,NA,NA,NA
"368",5613,"SAINT MARY'S HEALTH CARE",230059,"MI","COPD",231,NA,0.9099,18.6756,20.5245,36,"07/01/2014","06/30/2017","200 JEFFERSON AVENUE SE","GRAND RAPIDS",49503,"KENT",6166855000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","GRAND RAPIDS","Point",-85.664114,42.958252,"200 JEFFERSON AVENUE SE",49503,"MI",NA,NA,NA,NA,NA,NA,NA
"369",5614,"SAINT MARY'S HEALTH CARE",230059,"MI","HF",464,NA,0.9745,21.2629,21.8189,97,"07/01/2014","06/30/2017","200 JEFFERSON AVENUE SE","GRAND RAPIDS",49503,"KENT",6166855000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","GRAND RAPIDS","Point",-85.664114,42.958252,"200 JEFFERSON AVENUE SE",49503,"MI",NA,NA,NA,NA,NA,NA,NA
"370",5615,"SAINT MARY'S HEALTH CARE",230059,"MI","HIP_KNEE",424,NA,1.2431,4.837,3.891,25,"07/01/2014","06/30/2017","200 JEFFERSON AVENUE SE","GRAND RAPIDS",49503,"KENT",6166855000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","GRAND RAPIDS","Point",-85.664114,42.958252,"200 JEFFERSON AVENUE SE",49503,"MI",NA,NA,NA,NA,NA,NA,NA
"371",5616,"SAINT MARY'S HEALTH CARE",230059,"MI","PN",461,NA,0.8854,14.7916,16.7063,61,"07/01/2014","06/30/2017","200 JEFFERSON AVENUE SE","GRAND RAPIDS",49503,"KENT",6166855000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Below the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","GRAND RAPIDS","Point",-85.664114,42.958252,"200 JEFFERSON AVENUE SE",49503,"MI",NA,NA,NA,NA,NA,NA,NA
"372",5659,"PROVIDENCE SAINT JOSEPH MEDICAL CTR",50235,"CA","AMI",198,NA,1.0273,14.8245,14.431,31,"07/01/2014","06/30/2017","501 SOUTH BUENA VISTA STREET","BURBANK",91505,"LOS ANGELES",8188435111,"Acute Care Hospitals",TRUE,TRUE,2,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","BURBANK","Point",-118.327841,34.157643,"501 SOUTH BUENA VISTA STREET",91505,"CA",NA,NA,NA,NA,NA,NA,NA
"373",5660,"PROVIDENCE SAINT JOSEPH MEDICAL CTR",50235,"CA","CABG",NA,"5 - Results are not available for this reporting period.",0.9338,11.6462,12.4716,NA,"07/01/2014","06/30/2017","501 SOUTH BUENA VISTA STREET","BURBANK",91505,"LOS ANGELES",8188435111,"Acute Care Hospitals",TRUE,TRUE,2,"Above the national average","Below the national average",NA,"Below the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","BURBANK","Point",-118.327841,34.157643,"501 SOUTH BUENA VISTA STREET",91505,"CA",NA,NA,NA,NA,NA,NA,NA
